epoch,reward,quantile,trajectories
13,-84.99,0.3,300
14,-89.19,0.3,300
15,-86.41,0.3,300
16,-85.7,0.3,300
17,-89.8,0.3,300
18,-92.06,0.3,300
19,-90.75,0.3,300
0,-464.42,0.3,1000
1,-214.2,0.3,1000
2,-134.34,0.3,1000
3,-106.78,0.3,1000
4,-89.4,0.3,1000
5,-92.56,0.3,1000
6,-89.73,0.3,1000
7,-88.89,0.3,1000
8,-96.68,0.3,1000
9,-94.62,0.3,1000
10,-85.93,0.3,1000
11,-97.9,0.3,1000
12,-94.6,0.3,1000
13,-90.36,0.3,1000
14,-88.69,0.3,1000
15,-92.86,0.3,1000
16,-95.09,0.3,1000
17,-115.84,0.3,1000
18,-96.1,0.3,1000
19,-92.08,0.3,1000
0,-495.87,0.4,30
1,-495.85,0.4,30
2,-496.08,0.4,30
3,-495.37,0.4,30
4,-496.64,0.4,30
5,-491.37,0.4,30
6,-485.25,0.4,30
7,-486.38,0.4,30
8,-483.71,0.4,30
9,-488.52,0.4,30
10,-498.46,0.4,30
11,-499.67,0.4,30
12,-500.0,0.4,30
13,-500.0,0.4,30
14,-500.0,0.4,30
15,-500.0,0.4,30
16,-500.0,0.4,30
17,-500.0,0.4,30
18,-500.0,0.4,30
19,-500.0,0.4,30
0,-494.54,0.4,100
1,-490.76,0.4,100
2,-463.68,0.4,100
3,-321.18,0.4,100
4,-192.99,0.4,100
5,-181.05,0.4,100
6,-205.55,0.4,100
7,-278.55,0.4,100
8,-465.22,0.4,100
9,-500.0,0.4,100
10,-500.0,0.4,100
11,-500.0,0.4,100
12,-500.0,0.4,100
13,-500.0,0.4,100
14,-500.0,0.4,100
15,-500.0,0.4,100
16,-500.0,0.4,100
17,-500.0,0.4,100
18,-500.0,0.4,100
19,-500.0,0.4,100
0,-499.07,0.4,300
1,-497.35,0.4,300
2,-470.47,0.4,300
3,-231.4,0.4,300
4,-128.05,0.4,300
5,-100.85,0.4,300
6,-88.63,0.4,300
7,-87.97,0.4,300
8,-90.67,0.4,300
9,-88.94,0.4,300
10,-81.88,0.4,300
11,-84.32,0.4,300
12,-90.04,0.4,300
13,-83.35,0.4,300
14,-84.29,0.4,300
15,-90.02,0.4,300
16,-89.94,0.4,300
17,-89.39,0.4,300
18,-90.45,0.4,300
19,-86.88,0.4,300
0,-418.53,0.4,1000
1,-195.71,0.4,1000
2,-126.17,0.4,1000
3,-99.74,0.4,1000
4,-91.93,0.4,1000
5,-86.6,0.4,1000
6,-84.55,0.4,1000
7,-86.06,0.4,1000
8,-86.03,0.4,1000
9,-89.9,0.4,1000
10,-93.32,0.4,1000
11,-90.53,0.4,1000
12,-97.19,0.4,1000
13,-99.24,0.4,1000
14,-98.05,0.4,1000
15,-107.26,0.4,1000
16,-101.1,0.4,1000
17,-93.97,0.4,1000
18,-111.7,0.4,1000
19,-114.0,0.4,1000
0,-500.0,0.5,30
1,-500.0,0.5,30
2,-498.94,0.5,30
3,-500.0,0.5,30
4,-500.0,0.5,30
5,-500.0,0.5,30
6,-500.0,0.5,30
7,-500.0,0.5,30
8,-500.0,0.5,30
9,-500.0,0.5,30
10,-500.0,0.5,30
11,-500.0,0.5,30
12,-500.0,0.5,30
13,-500.0,0.5,30
14,-500.0,0.5,30
15,-500.0,0.5,30
16,-500.0,0.5,30
17,-500.0,0.5,30
18,-500.0,0.5,30
19,-500.0,0.5,30
0,-500.0,0.5,100
1,-500.0,0.5,100
2,-500.0,0.5,100
3,-500.0,0.5,100
4,-500.0,0.5,100
5,-500.0,0.5,100
6,-500.0,0.5,100
7,-500.0,0.5,100
8,-500.0,0.5,100
9,-500.0,0.5,100
10,-500.0,0.5,100
11,-500.0,0.5,100
12,-500.0,0.5,100
13,-500.0,0.5,100
14,-500.0,0.5,100
15,-500.0,0.5,100
16,-500.0,0.5,100
17,-500.0,0.5,100
18,-500.0,0.5,100
19,-500.0,0.5,100
0,-459.63,0.5,300
1,-314.01,0.5,300
2,-179.3,0.5,300
3,-117.16,0.5,300
4,-103.36,0.5,300
5,-83.97,0.5,300
6,-87.88,0.5,300
7,-84.97,0.5,300
8,-88.13,0.5,300
9,-83.44,0.5,300
10,-82.78,0.5,300
11,-86.76,0.5,300
12,-86.06,0.5,300
13,-84.89,0.5,300
14,-77.51,0.5,300
15,-86.01,0.5,300
16,-81.89,0.5,300
17,-82.28,0.5,300
18,-86.73,0.5,300
19,-86.85,0.5,300
0,-493.69,0.5,1000
1,-386.95,0.5,1000
2,-186.46,0.5,1000
3,-120.13,0.5,1000
4,-92.43,0.5,1000
5,-86.59,0.5,1000
6,-88.77,0.5,1000
7,-91.08,0.5,1000
8,-89.59,0.5,1000
9,-90.51,0.5,1000
10,-84.29,0.5,1000
11,-86.38,0.5,1000
12,-87.64,0.5,1000
13,-88.08,0.5,1000
14,-91.71,0.5,1000
15,-88.37,0.5,1000
16,-86.63,0.5,1000
17,-98.71,0.5,1000
18,-87.45,0.5,1000
19,-88.15,0.5,1000
0,-499.74,0.6,30
1,-497.6,0.6,30
2,-499.81,0.6,30
3,-500.0,0.6,30
4,-500.0,0.6,30
5,-500.0,0.6,30
6,-500.0,0.6,30
7,-500.0,0.6,30
8,-500.0,0.6,30
9,-500.0,0.6,30
10,-500.0,0.6,30
11,-500.0,0.6,30
12,-500.0,0.6,30
13,-500.0,0.6,30
14,-500.0,0.6,30
15,-500.0,0.6,30
16,-500.0,0.6,30
17,-500.0,0.6,30
18,-500.0,0.6,30
19,-500.0,0.6,30
0,-500.0,0.6,100
1,-500.0,0.6,100
2,-500.0,0.6,100
3,-500.0,0.6,100
4,-500.0,0.6,100
5,-500.0,0.6,100
6,-500.0,0.6,100
7,-500.0,0.6,100
8,-500.0,0.6,100
9,-500.0,0.6,100
10,-500.0,0.6,100
11,-500.0,0.6,100
12,-500.0,0.6,100
13,-500.0,0.6,100
14,-500.0,0.6,100
15,-500.0,0.6,100
16,-500.0,0.6,100
17,-500.0,0.6,100
18,-500.0,0.6,100
19,-500.0,0.6,100
0,-491.66,0.6,300
1,-436.75,0.6,300
2,-218.83,0.6,300
3,-136.81,0.6,300
4,-104.75,0.6,300
5,-92.52,0.6,300
6,-92.67,0.6,300
7,-83.48,0.6,300
8,-92.4,0.6,300
9,-91.7,0.6,300
10,-85.28,0.6,300
11,-83.83,0.6,300
12,-86.52,0.6,300
13,-88.4,0.6,300
14,-88.75,0.6,300
15,-83.23,0.6,300
16,-82.3,0.6,300
17,-88.58,0.6,300
18,-83.93,0.6,300
19,-85.63,0.6,300
0,-457.89,0.6,1000
1,-226.31,0.6,1000
2,-131.9,0.6,1000
3,-99.97,0.6,1000
4,-82.54,0.6,1000
5,-84.8,0.6,1000
6,-87.21,0.6,1000
7,-91.54,0.6,1000
8,-87.1,0.6,1000
9,-87.21,0.6,1000
10,-82.5,0.6,1000
11,-84.55,0.6,1000
12,-86.81,0.6,1000
13,-83.44,0.6,1000
14,-87.52,0.6,1000
15,-90.85,0.6,1000
16,-83.68,0.6,1000
17,-89.47,0.6,1000
18,-89.05,0.6,1000
19,-84.05,0.6,1000
0,-491.25,0.7,30
1,-492.67,0.7,30
2,-485.23,0.7,30
3,-481.8,0.7,30
4,-465.88,0.7,30
5,-398.09,0.7,30
6,-363.62,0.7,30
7,-347.3,0.7,30
8,-321.37,0.7,30
9,-315.45,0.7,30
10,-306.95,0.7,30
11,-302.96,0.7,30
12,-305.5,0.7,30
13,-283.62,0.7,30
14,-268.62,0.7,30
15,-249.69,0.7,30
16,-249.21,0.7,30
17,-229.63,0.7,30
18,-228.42,0.7,30
19,-214.55,0.7,30
0,-500.0,0.7,100
1,-499.77,0.7,100
2,-499.2,0.7,100
3,-499.09,0.7,100
4,-494.3,0.7,100
5,-490.51,0.7,100
6,-395.3,0.7,100
7,-217.49,0.7,100
8,-174.92,0.7,100
9,-155.74,0.7,100
10,-163.92,0.7,100
11,-161.35,0.7,100
12,-164.57,0.7,100
13,-169.14,0.7,100
14,-180.14,0.7,100
15,-196.17,0.7,100
16,-200.82,0.7,100
17,-215.7,0.7,100
18,-249.91,0.7,100
19,-270.17,0.7,100
0,-431.67,0.7,300
1,-249.16,0.7,300
2,-138.63,0.7,300
3,-108.22,0.7,300
4,-100.05,0.7,300
5,-88.72,0.7,300
6,-84.23,0.7,300
7,-82.77,0.7,300
8,-84.11,0.7,300
9,-84.24,0.7,300
10,-81.79,0.7,300
11,-85.17,0.7,300
12,-83.13,0.7,300
13,-83.18,0.7,300
14,-87.86,0.7,300
15,-81.13,0.7,300
16,-85.04,0.7,300
17,-81.73,0.7,300
18,-81.72,0.7,300
19,-83.92,0.7,300
0,-482.22,0.7,1000
1,-285.37,0.7,1000
2,-142.35,0.7,1000
3,-101.07,0.7,1000
4,-85.95,0.7,1000
5,-80.29,0.7,1000
6,-85.43,0.7,1000
7,-84.26,0.7,1000
8,-82.57,0.7,1000
9,-91.61,0.7,1000
10,-87.42,0.7,1000
11,-84.37,0.7,1000
12,-82.77,0.7,1000
13,-84.52,0.7,1000
14,-85.6,0.7,1000
15,-84.4,0.7,1000
16,-80.18,0.7,1000
17,-85.61,0.7,1000
18,-84.26,0.7,1000
19,-84.07,0.7,1000
0,-500.0,0.8,30
1,-500.0,0.8,30
2,-500.0,0.8,30
3,-500.0,0.8,30
4,-500.0,0.8,30
5,-500.0,0.8,30
6,-500.0,0.8,30
7,-500.0,0.8,30
8,-500.0,0.8,30
9,-500.0,0.8,30
10,-500.0,0.8,30
11,-500.0,0.8,30
12,-500.0,0.8,30
13,-500.0,0.8,30
14,-500.0,0.8,30
15,-500.0,0.8,30
16,-500.0,0.8,30
17,-500.0,0.8,30
18,-500.0,0.8,30
19,-500.0,0.8,30
0,-493.89,0.8,100
1,-488.79,0.8,100
2,-496.62,0.8,100
3,-428.25,0.8,100
4,-332.98,0.8,100
5,-224.85,0.8,100
6,-188.69,0.8,100
7,-155.29,0.8,100
8,-132.51,0.8,100
9,-114.54,0.8,100
10,-104.29,0.8,100
11,-104.21,0.8,100
12,-104.89,0.8,100
13,-105.12,0.8,100
14,-100.03,0.8,100
15,-92.91,0.8,100
16,-92.89,0.8,100
17,-91.15,0.8,100
18,-94.98,0.8,100
19,-92.87,0.8,100
0,-499.91,0.8,300
1,-499.68,0.8,300
2,-497.6,0.8,300
3,-448.17,0.8,300
4,-252.99,0.8,300
5,-162.64,0.8,300
6,-138.2,0.8,300
7,-131.39,0.8,300
8,-124.72,0.8,300
9,-121.62,0.8,300
10,-123.35,0.8,300
11,-118.42,0.8,300
12,-113.11,0.8,300
13,-107.93,0.8,300
14,-106.29,0.8,300
15,-105.29,0.8,300
16,-99.35,0.8,300
17,-93.21,0.8,300
18,-102.14,0.8,300
19,-90.8,0.8,300
0,-442.87,0.8,1000
1,-233.0,0.8,1000
2,-122.34,0.8,1000
3,-93.63,0.8,1000
4,-83.77,0.8,1000
5,-89.25,0.8,1000
6,-84.46,0.8,1000
7,-81.38,0.8,1000
8,-83.73,0.8,1000
9,-87.62,0.8,1000
10,-84.24,0.8,1000
11,-87.46,0.8,1000
12,-86.06,0.8,1000
13,-82.86,0.8,1000
14,-84.26,0.8,1000
15,-83.8,0.8,1000
16,-84.47,0.8,1000
17,-85.35,0.8,1000
18,-92.97,0.8,1000
19,-85.36,0.8,1000
0,-500.0,0.9,30
1,-500.0,0.9,30
2,-500.0,0.9,30
3,-500.0,0.9,30
4,-500.0,0.9,30
5,-500.0,0.9,30
6,-500.0,0.9,30
7,-500.0,0.9,30
8,-500.0,0.9,30
9,-500.0,0.9,30
10,-500.0,0.9,30
11,-500.0,0.9,30
12,-500.0,0.9,30
13,-500.0,0.9,30
14,-500.0,0.9,30
15,-500.0,0.9,30
16,-500.0,0.9,30
17,-500.0,0.9,30
18,-500.0,0.9,30
19,-500.0,0.9,30
0,-499.12,0.9,100
1,-487.13,0.9,100
2,-457.0,0.9,100
3,-406.36,0.9,100
4,-333.83,0.9,100
5,-275.06,0.9,100
6,-225.54,0.9,100
7,-210.56,0.9,100
8,-186.28,0.9,100
9,-170.65,0.9,100
10,-168.86,0.9,100
11,-158.34,0.9,100
12,-159.1,0.9,100
13,-151.43,0.9,100
14,-143.75,0.9,100
15,-147.98,0.9,100
16,-126.81,0.9,100
17,-129.63,0.9,100
18,-122.77,0.9,100
19,-123.93,0.9,100
0,-500.0,0.9,300
1,-499.3,0.9,300
2,-497.83,0.9,300
3,-454.18,0.9,300
4,-264.96,0.9,300
5,-170.69,0.9,300
6,-144.51,0.9,300
7,-118.47,0.9,300
8,-116.42,0.9,300
9,-102.5,0.9,300
10,-101.91,0.9,300
11,-101.69,0.9,300
12,-94.8,0.9,300
13,-99.03,0.9,300
14,-95.65,0.9,300
15,-100.97,0.9,300
16,-88.01,0.9,300
17,-88.78,0.9,300
18,-90.17,0.9,300
19,-89.9,0.9,300
0,-456.46,0.9,1000
1,-241.02,0.9,1000
2,-137.9,0.9,1000
3,-100.79,0.9,1000
4,-87.24,0.9,1000
5,-90.04,0.9,1000
6,-89.6,0.9,1000
7,-83.38,0.9,1000
8,-82.52,0.9,1000
9,-88.29,0.9,1000
10,-80.98,0.9,1000
11,-83.82,0.9,1000
12,-83.69,0.9,1000
13,-81.01,0.9,1000
14,-84.56,0.9,1000
15,-91.82,0.9,1000
16,-86.79,0.9,1000
17,-87.77,0.9,1000
18,-87.44,0.9,1000
19,-83.5,0.9,1000
