epoch,reward,quantile,trajectories
19,-1174.2476286015499,0.1,100
20,-1273.1233682827642,0.1,100
21,-1274.8279187375942,0.1,100
22,-1230.6825481403584,0.1,100
23,-1218.4089709238287,0.1,100
24,-1250.0760710458007,0.1,100
25,-1253.8955885107957,0.1,100
26,-1218.6449379049038,0.1,100
27,-1215.042977433136,0.1,100
28,-1188.8697173735754,0.1,100
29,-1224.460733394861,0.1,100
30,-1200.2577385272455,0.1,100
31,-1217.5607403636295,0.1,100
32,-1226.2288177365651,0.1,100
33,-1248.4129776457944,0.1,100
34,-1232.886333552876,0.1,100
35,-1234.5186450981287,0.1,100
36,-1309.6965914522352,0.1,100
37,-1308.7880751979274,0.1,100
38,-1288.1658812728256,0.1,100
39,-1234.9408701261368,0.1,100
40,-1258.5121207052598,0.1,100
41,-1235.1639639345808,0.1,100
42,-1267.1587826953662,0.1,100
43,-1250.5718254807562,0.1,100
44,-1198.2999964500418,0.1,100
45,-1214.2031135293637,0.1,100
46,-1192.8449743650804,0.1,100
47,-1182.853131838478,0.1,100
48,-1196.797549500151,0.1,100
49,-1184.7806390804656,0.1,100
50,-1244.9097792967589,0.1,100
51,-1162.0436043859038,0.1,100
52,-1187.7510237584922,0.1,100
53,-1213.6443303905805,0.1,100
54,-1256.625606792103,0.1,100
55,-1219.9659791570602,0.1,100
56,-1146.8497576156237,0.1,100
57,-1220.4048234884895,0.1,100
58,-1216.0242968947966,0.1,100
59,-1256.5123127539023,0.1,100
60,-1151.1374445333624,0.1,100
61,-1210.420891018697,0.1,100
62,-1264.0429811664933,0.1,100
63,-1239.796982043071,0.1,100
64,-1160.1428303004727,0.1,100
65,-1185.6455002503048,0.1,100
66,-1258.3108390386824,0.1,100
67,-1191.367417762852,0.1,100
68,-1214.0409407753505,0.1,100
69,-1256.9604014468823,0.1,100
70,-1182.147371909978,0.1,100
71,-1150.3628282070108,0.1,100
72,-1226.9102728642488,0.1,100
73,-1220.1732603127543,0.1,100
74,-1249.1502401594591,0.1,100
75,-1258.3169109533183,0.1,100
76,-1173.544100677793,0.1,100
77,-1201.4106692249254,0.1,100
78,-1147.3795932355722,0.1,100
79,-1205.9494047268793,0.1,100
80,-1174.831880240755,0.1,100
81,-1220.111236003027,0.1,100
82,-1163.513386511884,0.1,100
83,-1242.687584342071,0.1,100
84,-1181.3288381502284,0.1,100
85,-1271.5019364825798,0.1,100
86,-1199.7171664980024,0.1,100
87,-1207.1484935825765,0.1,100
88,-1169.4844444000125,0.1,100
89,-1223.997466227391,0.1,100
90,-1237.2429970657606,0.1,100
91,-1195.2523283794505,0.1,100
92,-1242.0055339674436,0.1,100
93,-1245.7826631715461,0.1,100
94,-1177.0052226182136,0.1,100
95,-1240.8559351763693,0.1,100
96,-1188.9916119547206,0.1,100
97,-1240.5295232244216,0.1,100
98,-1214.0905775977997,0.1,100
99,-1217.4991756997606,0.1,100
0,-1294.5814365756962,0.1,300
1,-1254.8619916408397,0.1,300
2,-1288.1912597809019,0.1,300
3,-1294.44027169635,0.1,300
4,-1309.7429993828023,0.1,300
5,-1295.385607857742,0.1,300
6,-1235.9834103978098,0.1,300
7,-1279.891670433009,0.1,300
8,-1246.570974425845,0.1,300
9,-1236.071290870686,0.1,300
10,-1281.9865424863328,0.1,300
11,-1223.932572148074,0.1,300
12,-1194.733585364867,0.1,300
13,-1191.5794241734247,0.1,300
14,-1192.9838026037714,0.1,300
15,-1163.6233725675158,0.1,300
16,-1166.517072374397,0.1,300
17,-1243.9419032684243,0.1,300
18,-1272.9512208390424,0.1,300
19,-1271.4558531475107,0.1,300
20,-1277.8284449855691,0.1,300
21,-1276.12352272134,0.1,300
22,-1213.5656528583625,0.1,300
23,-1228.7860233878605,0.1,300
24,-1185.048087316275,0.1,300
25,-1203.632555088758,0.1,300
26,-1207.7982751231348,0.1,300
27,-1242.8834996362107,0.1,300
28,-1231.908914011126,0.1,300
29,-1209.4718223082489,0.1,300
30,-1195.135032782521,0.1,300
31,-1186.7964872783532,0.1,300
32,-1238.7153296771642,0.1,300
33,-1183.2110719877949,0.1,300
34,-1197.7420037755887,0.1,300
35,-1158.2671300315387,0.1,300
36,-1212.7130624214053,0.1,300
37,-1215.4289609649197,0.1,300
38,-1199.4294708530124,0.1,300
39,-1224.9258306513389,0.1,300
40,-1223.5476661270943,0.1,300
41,-1161.4654658943184,0.1,300
42,-1158.566129454304,0.1,300
43,-1203.3689854490935,0.1,300
44,-1193.8995285917993,0.1,300
45,-1195.7315040001326,0.1,300
46,-1200.445445549842,0.1,300
47,-1216.9472214475657,0.1,300
48,-1226.3655173212321,0.1,300
49,-1237.8617209876888,0.1,300
50,-1230.6101211088387,0.1,300
51,-1215.3986195953694,0.1,300
52,-1220.4525643832267,0.1,300
53,-1191.6621068158322,0.1,300
54,-1196.9812615928297,0.1,300
55,-1186.225995953163,0.1,300
56,-1211.404554323795,0.1,300
57,-1149.8563500436094,0.1,300
58,-1141.4603409949007,0.1,300
59,-1171.3759603120689,0.1,300
60,-1134.5690906000514,0.1,300
61,-1136.5394517035893,0.1,300
62,-1176.6296281923544,0.1,300
63,-1124.3743810963456,0.1,300
64,-1174.5625738514673,0.1,300
65,-1136.1649338621314,0.1,300
66,-1132.2395901718164,0.1,300
67,-1153.458934572963,0.1,300
68,-1117.7133726477755,0.1,300
69,-1177.9139968332909,0.1,300
70,-1158.7103603115945,0.1,300
71,-1159.7382923923685,0.1,300
72,-1115.4867000341935,0.1,300
73,-1147.5399259445867,0.1,300
74,-1160.5947130907277,0.1,300
75,-1180.6088408373905,0.1,300
76,-1146.7924930294446,0.1,300
77,-1114.7044706552595,0.1,300
78,-1176.566859913816,0.1,300
79,-1143.8342306061513,0.1,300
80,-1111.375775771548,0.1,300
81,-1082.9431478822262,0.1,300
82,-1142.3794295792902,0.1,300
83,-1118.1339344011167,0.1,300
84,-1112.2761534938054,0.1,300
85,-1117.8270275847954,0.1,300
86,-1115.3809521371436,0.1,300
87,-1120.769702632778,0.1,300
88,-1132.643611966105,0.1,300
89,-1155.0176357157702,0.1,300
90,-1135.6680512045912,0.1,300
91,-1141.4408093955049,0.1,300
92,-1170.9121598463632,0.1,300
93,-1117.0131655951602,0.1,300
94,-1143.704754468196,0.1,300
95,-1150.9879051344071,0.1,300
96,-1115.2487257647358,0.1,300
97,-1156.4019700036524,0.1,300
98,-1122.5298531555347,0.1,300
99,-1168.0990500695452,0.1,300
0,-1309.836246504301,0.1,1000
1,-1318.24115486352,0.1,1000
2,-1326.3200432749366,0.1,1000
3,-1297.4991373651865,0.1,1000
4,-1320.423504390136,0.1,1000
5,-1236.4814379247794,0.1,1000
6,-1292.1264434248978,0.1,1000
7,-1279.3494031196603,0.1,1000
8,-1223.1994829407113,0.1,1000
9,-1188.2603370531542,0.1,1000
10,-1273.229393793413,0.1,1000
11,-1202.958724273688,0.1,1000
12,-1165.4360471453263,0.1,1000
13,-1125.0816883531745,0.1,1000
14,-1151.2063099665968,0.1,1000
15,-1130.0385205689317,0.1,1000
16,-1160.8192795273042,0.1,1000
17,-1134.6423871263357,0.1,1000
18,-1172.2929379509528,0.1,1000
19,-1182.5484675291157,0.1,1000
20,-1145.4608506240488,0.1,1000
21,-1182.3688338406455,0.1,1000
22,-1110.826994616211,0.1,1000
23,-1126.596798917639,0.1,1000
24,-1158.3166571780337,0.1,1000
25,-1184.9486773911453,0.1,1000
26,-1146.0989584095355,0.1,1000
27,-1221.3931136077526,0.1,1000
28,-1163.0827770199448,0.1,1000
29,-1145.6494196300985,0.1,1000
30,-1236.1526261155932,0.1,1000
31,-1183.723556289314,0.1,1000
32,-1156.3020557409006,0.1,1000
33,-1175.2130454093292,0.1,1000
34,-1150.4266484640193,0.1,1000
35,-1210.3538355725052,0.1,1000
36,-1170.4253374627174,0.1,1000
37,-1142.2178893911698,0.1,1000
38,-1158.5864621457558,0.1,1000
39,-1168.957839088704,0.1,1000
40,-1165.6380449038497,0.1,1000
41,-1070.2005709698358,0.1,1000
42,-1144.9403862919057,0.1,1000
43,-1162.398365411187,0.1,1000
44,-1138.9359790478818,0.1,1000
45,-1087.8932723064938,0.1,1000
46,-1148.9589387812628,0.1,1000
47,-1128.5111908944937,0.1,1000
48,-1145.7297564851417,0.1,1000
49,-1149.5247621701894,0.1,1000
50,-1121.4918161128583,0.1,1000
51,-1139.562463424424,0.1,1000
52,-1110.4632051041895,0.1,1000
53,-1143.6345612424223,0.1,1000
54,-1118.2234095901758,0.1,1000
55,-1146.3868467670584,0.1,1000
56,-1107.3290098802493,0.1,1000
57,-1153.026846036714,0.1,1000
58,-1103.488081161229,0.1,1000
59,-1153.975080403724,0.1,1000
60,-1134.493569635883,0.1,1000
61,-1176.4737573582463,0.1,1000
62,-1214.3643640573773,0.1,1000
63,-1111.4206481817173,0.1,1000
64,-1177.7173478325985,0.1,1000
65,-1131.4995696971812,0.1,1000
66,-1113.3266345349452,0.1,1000
67,-1175.0739585548229,0.1,1000
68,-1134.8569471788885,0.1,1000
69,-1155.6946191574634,0.1,1000
70,-1175.250026958463,0.1,1000
71,-1102.7298789208296,0.1,1000
72,-1169.9826771049463,0.1,1000
73,-1143.2705974907672,0.1,1000
74,-1117.1599099210769,0.1,1000
75,-1076.1537086606527,0.1,1000
76,-1143.0110491914722,0.1,1000
77,-1140.5730903920237,0.1,1000
78,-1072.8478145482293,0.1,1000
79,-1149.6923645852994,0.1,1000
80,-1171.5641385589504,0.1,1000
81,-1120.1741310806528,0.1,1000
82,-1097.976756388468,0.1,1000
83,-1154.7428177855973,0.1,1000
84,-1101.8159635235168,0.1,1000
85,-1071.1809926066298,0.1,1000
86,-1100.6447246408432,0.1,1000
87,-1086.370029576743,0.1,1000
88,-1094.9392004468923,0.1,1000
89,-1145.5285463144805,0.1,1000
90,-1099.7868539487824,0.1,1000
91,-1135.4362068491969,0.1,1000
92,-1059.5185450008978,0.1,1000
93,-1130.8575836999732,0.1,1000
94,-1073.624377858452,0.1,1000
95,-1097.4165539769049,0.1,1000
96,-1100.3579440994135,0.1,1000
97,-1098.3403399322035,0.1,1000
98,-1084.5033120638332,0.1,1000
99,-1082.8073523103435,0.1,1000
0,-1192.8078542673509,0.2,30
1,-1150.2515596966193,0.2,30
2,-1159.1250169073348,0.2,30
3,-1155.310811912451,0.2,30
4,-1148.1289226976846,0.2,30
5,-1155.8107946495486,0.2,30
6,-1186.5686001360766,0.2,30
7,-1113.9647236277901,0.2,30
8,-1092.1324056767924,0.2,30
9,-1108.303113782457,0.2,30
10,-1155.0197904469142,0.2,30
11,-1178.3234387769953,0.2,30
12,-1189.703884430324,0.2,30
13,-1235.3311695470643,0.2,30
14,-1183.4636888048394,0.2,30
15,-1226.2187149461215,0.2,30
16,-1134.0795105937318,0.2,30
17,-1224.3886278744033,0.2,30
18,-1133.5161754439803,0.2,30
19,-1153.4442494722352,0.2,30
20,-1163.3555423006253,0.2,30
21,-1181.6466686287,0.2,30
22,-1220.8278297436766,0.2,30
23,-1163.0863867320356,0.2,30
24,-1133.3856622780213,0.2,30
25,-1156.9050905161496,0.2,30
26,-1093.6242588277062,0.2,30
27,-1135.987561074692,0.2,30
28,-1156.406508810268,0.2,30
29,-1122.6938971658087,0.2,30
30,-1115.45204415641,0.2,30
31,-1121.7720806670152,0.2,30
32,-1093.3610448598304,0.2,30
33,-1054.496846133285,0.2,30
34,-1093.9695911956107,0.2,30
35,-1072.623456987583,0.2,30
36,-1122.670740424265,0.2,30
37,-1116.9847322984078,0.2,30
38,-1179.1910772724673,0.2,30
39,-1121.1049950655113,0.2,30
40,-1158.5479936418155,0.2,30
41,-1135.3654769298728,0.2,30
42,-1161.976244041131,0.2,30
43,-1198.2731827691553,0.2,30
44,-1156.0055958183225,0.2,30
45,-1146.7813351071316,0.2,30
46,-1135.0976653740777,0.2,30
47,-1165.7921019796888,0.2,30
48,-1228.7767674139156,0.2,30
49,-1197.0118536589714,0.2,30
50,-1210.1071541128993,0.2,30
51,-1185.8016363969423,0.2,30
52,-1239.3906020583431,0.2,30
53,-1242.1534905790193,0.2,30
54,-1243.4842933114587,0.2,30
55,-1194.5570839480883,0.2,30
56,-1249.3216533788043,0.2,30
57,-1236.0137404661803,0.2,30
58,-1282.6507012510272,0.2,30
59,-1276.1109566906666,0.2,30
60,-1256.5585404031374,0.2,30
61,-1235.4333701077524,0.2,30
62,-1236.619848030908,0.2,30
63,-1167.8404341276141,0.2,30
64,-1221.4320037837642,0.2,30
65,-1232.4432087206355,0.2,30
66,-1237.2326586077675,0.2,30
67,-1231.9654226907376,0.2,30
68,-1206.353333639325,0.2,30
69,-1195.7385371551732,0.2,30
70,-1232.06807298613,0.2,30
71,-1265.9026751595711,0.2,30
72,-1216.9750685097147,0.2,30
73,-1230.1542134122233,0.2,30
74,-1248.5804232916266,0.2,30
75,-1222.5074642848795,0.2,30
76,-1267.4606561192816,0.2,30
77,-1232.2244748981527,0.2,30
78,-1252.3689698166456,0.2,30
79,-1254.5581972083528,0.2,30
80,-1251.0543608163744,0.2,30
81,-1197.8512771241485,0.2,30
82,-1202.6913564758115,0.2,30
83,-1195.0956540158083,0.2,30
84,-1199.873030304249,0.2,30
85,-1176.3377338819905,0.2,30
86,-1152.735238030196,0.2,30
87,-1125.7986175656367,0.2,30
88,-1165.3145419060174,0.2,30
89,-1177.009850386481,0.2,30
90,-1163.992468032786,0.2,30
91,-1130.5146315794204,0.2,30
92,-1109.8121943645697,0.2,30
93,-1188.7642316405568,0.2,30
94,-1164.3076500840425,0.2,30
95,-1124.042386335785,0.2,30
96,-1208.2702205908859,0.2,30
97,-1160.9700315754144,0.2,30
98,-1160.3326742431186,0.2,30
99,-1111.6100172870224,0.2,30
0,-1248.7369006777144,0.2,100
1,-1267.651500107784,0.2,100
2,-1265.867462177163,0.2,100
3,-1222.2508462929625,0.2,100
4,-1270.816059941804,0.2,100
5,-1257.6846650387051,0.2,100
6,-1228.6094303972843,0.2,100
7,-1239.5525340540837,0.2,100
8,-1210.3133705675173,0.2,100
9,-1281.967238855393,0.2,100
10,-1234.3109262878963,0.2,100
11,-1181.8309521962453,0.2,100
12,-1221.4604054880833,0.2,100
13,-1220.2589246498685,0.2,100
14,-1236.443156632606,0.2,100
15,-1227.620383557975,0.2,100
16,-1270.4679142723835,0.2,100
17,-1203.9786569484093,0.2,100
18,-1222.9579041505856,0.2,100
19,-1242.440028445199,0.2,100
20,-1246.584734527733,0.2,100
21,-1227.5688927991382,0.2,100
22,-1234.5427470079599,0.2,100
23,-1215.9491850700122,0.2,100
24,-1203.0491287039579,0.2,100
25,-1239.5815809596156,0.2,100
26,-1186.0417575032332,0.2,100
27,-1266.0318784226379,0.2,100
28,-1194.6496022926192,0.2,100
29,-1228.6343093004261,0.2,100
30,-1257.9239771269008,0.2,100
31,-1197.53228708185,0.2,100
32,-1284.042143441405,0.2,100
33,-1254.344543725186,0.2,100
34,-1224.65579975383,0.2,100
35,-1249.8763713814433,0.2,100
36,-1228.8185125670889,0.2,100
37,-1221.447394321364,0.2,100
38,-1256.4796705503134,0.2,100
39,-1226.5907809725916,0.2,100
40,-1214.8210039186702,0.2,100
41,-1200.5349388877971,0.2,100
42,-1228.4859508608997,0.2,100
43,-1279.8359475565717,0.2,100
44,-1227.614298182571,0.2,100
45,-1209.3557697219758,0.2,100
46,-1210.6280511631503,0.2,100
47,-1232.4873025934667,0.2,100
48,-1228.2290014263835,0.2,100
49,-1224.0247317987983,0.2,100
50,-1227.3003378556568,0.2,100
51,-1249.1843497099421,0.2,100
52,-1244.0664417402184,0.2,100
53,-1237.3459277364868,0.2,100
54,-1184.6241039552413,0.2,100
55,-1171.4535012189551,0.2,100
56,-1198.6563719164178,0.2,100
57,-1180.8071602859452,0.2,100
58,-1167.9025822650378,0.2,100
59,-1195.9821977710628,0.2,100
60,-1193.4928620796095,0.2,100
61,-1153.3181815317225,0.2,100
62,-1164.933298078186,0.2,100
63,-1177.34939838714,0.2,100
64,-1163.6599663238997,0.2,100
65,-1163.7232062329972,0.2,100
66,-1165.6133619380344,0.2,100
67,-1150.951699051328,0.2,100
68,-1180.624121981599,0.2,100
69,-1193.380029572788,0.2,100
70,-1195.1590965000719,0.2,100
71,-1161.6123545618184,0.2,100
72,-1198.7283120669042,0.2,100
73,-1163.6772927951224,0.2,100
74,-1159.6961222070122,0.2,100
75,-1177.193252277013,0.2,100
76,-1156.6689573262738,0.2,100
77,-1177.3271759440584,0.2,100
78,-1156.7395997455333,0.2,100
79,-1209.7173123197367,0.2,100
80,-1196.5456740156324,0.2,100
81,-1132.3312413619412,0.2,100
82,-1131.0077955827023,0.2,100
83,-1139.8919943339315,0.2,100
84,-1124.2022326560464,0.2,100
85,-1133.2043999574337,0.2,100
86,-1104.7676510734764,0.2,100
87,-1152.7347447697448,0.2,100
88,-1127.621455026277,0.2,100
89,-1122.6836227997082,0.2,100
90,-1140.452652814964,0.2,100
91,-1133.492939266574,0.2,100
92,-1166.5651183983741,0.2,100
93,-1139.3264533708605,0.2,100
94,-1142.4899541607451,0.2,100
95,-1136.7204217537462,0.2,100
96,-1159.439368615904,0.2,100
97,-1132.6360097678125,0.2,100
98,-1139.7625995792196,0.2,100
99,-1126.1323465984,0.2,100
0,-1210.1399941022773,0.2,300
1,-1236.141166872094,0.2,300
2,-1166.7409920028203,0.2,300
3,-1222.1376950430829,0.2,300
4,-1200.6256024542006,0.2,300
5,-1174.616077240555,0.2,300
6,-1159.6401010426846,0.2,300
7,-1168.32588373622,0.2,300
8,-1116.1244814207246,0.2,300
9,-1168.3600429630603,0.2,300
10,-1176.8939207288565,0.2,300
11,-1145.7829858508903,0.2,300
12,-1182.2604613770238,0.2,300
13,-1165.0300595046617,0.2,300
14,-1099.401422496509,0.2,300
15,-1186.4828088583786,0.2,300
16,-1158.2898281938965,0.2,300
17,-1121.407754390059,0.2,300
18,-1128.4180635168918,0.2,300
19,-1105.9489919542063,0.2,300
20,-1099.8683566199702,0.2,300
21,-1124.228591166554,0.2,300
22,-1082.8284955085155,0.2,300
23,-1096.8831808117602,0.2,300
24,-1100.1992468415892,0.2,300
25,-1097.6445759464573,0.2,300
26,-1113.4494967829694,0.2,300
27,-1137.1431491510807,0.2,300
28,-1102.9524764402174,0.2,300
29,-1061.1224503667304,0.2,300
30,-1068.8440252987175,0.2,300
31,-1059.031011696794,0.2,300
32,-1104.7543249996652,0.2,300
33,-1084.2444906466606,0.2,300
34,-1122.6281688201866,0.2,300
35,-1088.8709239887335,0.2,300
36,-1081.6761968623748,0.2,300
37,-1120.9489733845085,0.2,300
38,-1082.0483224516759,0.2,300
39,-1134.9016833646365,0.2,300
40,-1102.1033304952032,0.2,300
41,-1076.5914852506178,0.2,300
42,-1134.80925691349,0.2,300
43,-1078.652847851895,0.2,300
44,-1139.6888087881075,0.2,300
45,-1135.9028718499221,0.2,300
46,-1064.9753561745176,0.2,300
47,-1065.5127365210506,0.2,300
48,-1086.3341367841024,0.2,300
49,-1107.4617322652034,0.2,300
50,-1072.4338413398316,0.2,300
51,-1053.3887840492216,0.2,300
52,-1045.9472324434769,0.2,300
53,-1078.2475707716578,0.2,300
54,-1028.5007332211853,0.2,300
55,-1034.028651396064,0.2,300
56,-1084.180763210169,0.2,300
57,-1038.8251136357978,0.2,300
58,-1056.1861928287267,0.2,300
59,-1049.1591519008855,0.2,300
60,-1068.4383460783486,0.2,300
61,-1087.9775926030886,0.2,300
62,-1086.9180915027332,0.2,300
63,-1086.4757581305428,0.2,300
64,-1076.4929986037862,0.2,300
65,-1058.260393256495,0.2,300
66,-1072.7446211582487,0.2,300
67,-1088.730864153779,0.2,300
68,-1033.3252196980009,0.2,300
69,-1052.3920674300907,0.2,300
70,-1016.8530979520953,0.2,300
71,-1042.9527392584307,0.2,300
72,-1041.122585328324,0.2,300
73,-1050.3418597658967,0.2,300
74,-1085.44068987852,0.2,300
75,-1066.4290226862422,0.2,300
76,-1085.0416620288256,0.2,300
77,-1056.986999382695,0.2,300
78,-1087.2844281685586,0.2,300
79,-1089.980396145113,0.2,300
80,-1092.555212528573,0.2,300
81,-1061.4854736877467,0.2,300
82,-1073.7707083882735,0.2,300
83,-1088.0080697186638,0.2,300
84,-1077.290344770817,0.2,300
85,-1114.491297256115,0.2,300
86,-1114.9620006021783,0.2,300
87,-1113.2822271133914,0.2,300
88,-1094.2219435099325,0.2,300
89,-1099.9394344839206,0.2,300
90,-1087.597650628689,0.2,300
91,-1074.5236342151798,0.2,300
92,-1078.2456950634767,0.2,300
93,-1096.0446343778285,0.2,300
94,-1082.7899529128854,0.2,300
95,-1086.3105199694146,0.2,300
96,-1081.1317642729095,0.2,300
97,-1096.0677045328248,0.2,300
98,-1084.8424050467625,0.2,300
99,-1066.1571646237128,0.2,300
0,-1218.9460659469323,0.2,1000
1,-1206.029300025014,0.2,1000
2,-1199.9958029160966,0.2,1000
3,-1185.5978663196374,0.2,1000
4,-1187.9468722177114,0.2,1000
5,-1194.3951489522306,0.2,1000
6,-1160.5885042774632,0.2,1000
7,-1200.0484435780036,0.2,1000
8,-1153.5962695273245,0.2,1000
9,-1149.459312147432,0.2,1000
10,-1187.0736169556506,0.2,1000
11,-1105.2828616406412,0.2,1000
12,-1117.3822206095895,0.2,1000
13,-1128.765778674186,0.2,1000
14,-1126.9261076068158,0.2,1000
15,-1165.199786969927,0.2,1000
16,-1117.8945372975454,0.2,1000
17,-1129.3682932718075,0.2,1000
18,-1091.781783846003,0.2,1000
19,-1131.862735503353,0.2,1000
20,-1098.9305889862571,0.2,1000
21,-1096.258731192444,0.2,1000
22,-1138.1104654587557,0.2,1000
23,-1083.9423243636704,0.2,1000
24,-1127.3125207411617,0.2,1000
25,-1207.106570736546,0.2,1000
26,-1115.754505158432,0.2,1000
27,-1189.7115796673831,0.2,1000
28,-1197.8522563392173,0.2,1000
29,-1146.16527812252,0.2,1000
30,-1065.7452036477869,0.2,1000
31,-1110.7034733193334,0.2,1000
32,-1090.167246114218,0.2,1000
33,-1083.9647123454997,0.2,1000
34,-1134.8523654043004,0.2,1000
35,-1100.0851615058343,0.2,1000
36,-1123.336327060047,0.2,1000
37,-1114.1819028942932,0.2,1000
38,-1081.2999471895948,0.2,1000
39,-1114.9772183936868,0.2,1000
40,-1070.3358873129232,0.2,1000
41,-1045.0886035722358,0.2,1000
42,-1140.3153033353142,0.2,1000
43,-1088.8799247391732,0.2,1000
44,-1065.9901590974353,0.2,1000
45,-1060.1175468193503,0.2,1000
46,-1051.7679815832237,0.2,1000
47,-1063.4659404517488,0.2,1000
48,-1073.072497893048,0.2,1000
49,-1047.7473772640112,0.2,1000
50,-1051.3727080336803,0.2,1000
51,-980.8597480739467,0.2,1000
52,-987.3493456607175,0.2,1000
53,-1004.4024113640157,0.2,1000
54,-1007.4496752426331,0.2,1000
55,-1036.1369057869158,0.2,1000
56,-978.0288751692328,0.2,1000
57,-979.7501429315888,0.2,1000
58,-1049.7522319035797,0.2,1000
59,-1060.022402056607,0.2,1000
60,-1039.4913600749644,0.2,1000
61,-1047.591396739502,0.2,1000
62,-1066.3598848150755,0.2,1000
63,-1055.170567587937,0.2,1000
64,-1050.6770653053745,0.2,1000
65,-1035.7419277559575,0.2,1000
66,-1036.2791744590288,0.2,1000
67,-1031.2628864569572,0.2,1000
68,-1035.2229970427827,0.2,1000
69,-1011.945864526824,0.2,1000
70,-1030.1024254143117,0.2,1000
71,-1033.0863747961255,0.2,1000
72,-1025.607078009553,0.2,1000
73,-1057.3465513335534,0.2,1000
74,-980.616346591593,0.2,1000
