epoch,reward,delivered,quantile,trajectories,smoothing,alpha
9,-262.06,4,0.2,1000,Policy,0.75
10,-244.23,8,0.2,1000,Policy,0.75
11,-231.0,9,0.2,1000,Policy,0.75
12,-220.67,7,0.2,1000,Policy,0.75
13,-212.51,3,0.2,1000,Policy,0.75
14,-193.76,12,0.2,1000,Policy,0.75
15,-177.07,13,0.2,1000,Policy,0.75
16,-175.74,12,0.2,1000,Policy,0.75
17,-165.27,17,0.2,1000,Policy,0.75
18,-146.96,24,0.2,1000,Policy,0.75
19,-132.86,24,0.2,1000,Policy,0.75
20,-130.53,23,0.2,1000,Policy,0.75
21,-122.2,26,0.2,1000,Policy,0.75
22,-114.91,34,0.2,1000,Policy,0.75
23,-101.43,41,0.2,1000,Policy,0.75
24,-92.27,46,0.2,1000,Policy,0.75
25,-90.33,48,0.2,1000,Policy,0.75
26,-77.4,54,0.2,1000,Policy,0.75
27,-73.42,51,0.2,1000,Policy,0.75
28,-60.93,69,0.2,1000,Policy,0.75
29,-59.21,70,0.2,1000,Policy,0.75
30,-50.96,78,0.2,1000,Policy,0.75
31,-47.8,82,0.2,1000,Policy,0.75
32,-43.55,83,0.2,1000,Policy,0.75
33,-44.06,80,0.2,1000,Policy,0.75
34,-40.58,82,0.2,1000,Policy,0.75
35,-34.56,87,0.2,1000,Policy,0.75
36,-37.74,81,0.2,1000,Policy,0.75
37,-32.84,84,0.2,1000,Policy,0.75
38,-32.5,85,0.2,1000,Policy,0.75
39,-33.01,84,0.2,1000,Policy,0.75
40,-28.76,89,0.2,1000,Policy,0.75
41,-30.05,86,0.2,1000,Policy,0.75
42,-28.37,86,0.2,1000,Policy,0.75
43,-26.7,87,0.2,1000,Policy,0.75
44,-27.61,86,0.2,1000,Policy,0.75
45,-25.91,83,0.2,1000,Policy,0.75
46,-24.39,85,0.2,1000,Policy,0.75
47,-29.79,77,0.2,1000,Policy,0.75
48,-21.23,87,0.2,1000,Policy,0.75
49,-21.11,84,0.2,1000,Policy,0.75
50,-19.88,88,0.2,1000,Policy,0.75
51,-24.15,81,0.2,1000,Policy,0.75
52,-25.73,79,0.2,1000,Policy,0.75
53,-19.63,82,0.2,1000,Policy,0.75
54,-16.44,85,0.2,1000,Policy,0.75
55,-19.84,82,0.2,1000,Policy,0.75
56,-13.85,88,0.2,1000,Policy,0.75
57,-16.48,86,0.2,1000,Policy,0.75
58,-16.4,84,0.2,1000,Policy,0.75
59,-23.75,76,0.2,1000,Policy,0.75
60,-14.71,85,0.2,1000,Policy,0.75
61,-11.44,87,0.2,1000,Policy,0.75
62,-18.82,80,0.2,1000,Policy,0.75
63,-16.19,82,0.2,1000,Policy,0.75
64,-11.08,86,0.2,1000,Policy,0.75
65,-11.33,86,0.2,1000,Policy,0.75
66,-18.73,79,0.2,1000,Policy,0.75
67,-18.08,79,0.2,1000,Policy,0.75
68,-16.25,81,0.2,1000,Policy,0.75
69,-9.05,87,0.2,1000,Policy,0.75
70,-10.72,86,0.2,1000,Policy,0.75
71,-10.96,85,0.2,1000,Policy,0.75
72,-11.54,84,0.2,1000,Policy,0.75
73,-8.95,87,0.2,1000,Policy,0.75
74,-11.73,84,0.2,1000,Policy,0.75
75,-13.93,82,0.2,1000,Policy,0.75
76,-11.37,84,0.2,1000,Policy,0.75
77,-12.33,83,0.2,1000,Policy,0.75
78,-15.15,80,0.2,1000,Policy,0.75
79,-15.05,80,0.2,1000,Policy,0.75
80,-5.58,89,0.2,1000,Policy,0.75
81,-10.5,84,0.2,1000,Policy,0.75
82,-8.5,86,0.2,1000,Policy,0.75
83,-10.85,84,0.2,1000,Policy,0.75
84,-13.12,82,0.2,1000,Policy,0.75
85,-6.88,87,0.2,1000,Policy,0.75
86,-10.73,84,0.2,1000,Policy,0.75
87,-4.63,89,0.2,1000,Policy,0.75
88,-6.81,87,0.2,1000,Policy,0.75
89,-14.45,80,0.2,1000,Policy,0.75
90,-4.87,89,0.2,1000,Policy,0.75
91,-2.39,91,0.2,1000,Policy,0.75
92,-10.07,84,0.2,1000,Policy,0.75
93,-14.58,80,0.2,1000,Policy,0.75
94,-9.32,85,0.2,1000,Policy,0.75
95,-11.98,82,0.2,1000,Policy,0.75
96,-8.8,85,0.2,1000,Policy,0.75
97,-3.3,90,0.2,1000,Policy,0.75
98,-20.79,74,0.2,1000,Policy,0.75
99,-10.02,84,0.2,1000,Policy,0.75
0,-374.63,2,0.2,1000,Policy,0.9
1,-349.64,2,0.2,1000,Policy,0.9
2,-346.78,0,0.2,1000,Policy,0.9
3,-326.01,2,0.2,1000,Policy,0.9
4,-307.74,3,0.2,1000,Policy,0.9
5,-290.7,6,0.2,1000,Policy,0.9
6,-274.33,3,0.2,1000,Policy,0.9
7,-271.61,2,0.2,1000,Policy,0.9
8,-238.85,7,0.2,1000,Policy,0.9
9,-218.89,7,0.2,1000,Policy,0.9
10,-203.0,11,0.2,1000,Policy,0.9
11,-192.08,11,0.2,1000,Policy,0.9
12,-182.86,15,0.2,1000,Policy,0.9
13,-167.21,17,0.2,1000,Policy,0.9
14,-148.62,20,0.2,1000,Policy,0.9
15,-139.27,24,0.2,1000,Policy,0.9
16,-142.39,15,0.2,1000,Policy,0.9
17,-126.03,21,0.2,1000,Policy,0.9
18,-114.29,23,0.2,1000,Policy,0.9
19,-112.12,19,0.2,1000,Policy,0.9
20,-103.48,19,0.2,1000,Policy,0.9
21,-94.17,28,0.2,1000,Policy,0.9
22,-89.57,34,0.2,1000,Policy,0.9
23,-84.52,32,0.2,1000,Policy,0.9
24,-73.95,47,0.2,1000,Policy,0.9
25,-74.64,43,0.2,1000,Policy,0.9
26,-68.17,50,0.2,1000,Policy,0.9
27,-70.33,42,0.2,1000,Policy,0.9
28,-66.65,54,0.2,1000,Policy,0.9
29,-66.05,49,0.2,1000,Policy,0.9
30,-67.57,45,0.2,1000,Policy,0.9
31,-63.23,54,0.2,1000,Policy,0.9
32,-65.8,46,0.2,1000,Policy,0.9
33,-68.19,46,0.2,1000,Policy,0.9
34,-60.0,58,0.2,1000,Policy,0.9
35,-61.89,56,0.2,1000,Policy,0.9
36,-62.74,52,0.2,1000,Policy,0.9
37,-64.59,49,0.2,1000,Policy,0.9
38,-66.34,43,0.2,1000,Policy,0.9
39,-65.32,46,0.2,1000,Policy,0.9
40,-64.02,47,0.2,1000,Policy,0.9
41,-59.05,56,0.2,1000,Policy,0.9
42,-62.28,50,0.2,1000,Policy,0.9
43,-55.95,55,0.2,1000,Policy,0.9
44,-62.84,47,0.2,1000,Policy,0.9
45,-56.58,55,0.2,1000,Policy,0.9
46,-57.32,54,0.2,1000,Policy,0.9
47,-54.06,54,0.2,1000,Policy,0.9
48,-65.06,45,0.2,1000,Policy,0.9
49,-61.71,46,0.2,1000,Policy,0.9
50,-60.61,49,0.2,1000,Policy,0.9
51,-58.64,52,0.2,1000,Policy,0.9
52,-52.56,59,0.2,1000,Policy,0.9
53,-64.52,44,0.2,1000,Policy,0.9
54,-59.96,47,0.2,1000,Policy,0.9
55,-60.13,50,0.2,1000,Policy,0.9
56,-67.86,38,0.2,1000,Policy,0.9
57,-53.21,58,0.2,1000,Policy,0.9
58,-66.06,46,0.2,1000,Policy,0.9
59,-60.0,52,0.2,1000,Policy,0.9
60,-71.52,37,0.2,1000,Policy,0.9
61,-65.97,46,0.2,1000,Policy,0.9
62,-64.65,48,0.2,1000,Policy,0.9
63,-58.69,56,0.2,1000,Policy,0.9
64,-59.55,51,0.2,1000,Policy,0.9
65,-60.1,50,0.2,1000,Policy,0.9
66,-54.01,55,0.2,1000,Policy,0.9
67,-54.73,55,0.2,1000,Policy,0.9
68,-63.18,44,0.2,1000,Policy,0.9
69,-55.08,52,0.2,1000,Policy,0.9
70,-59.41,49,0.2,1000,Policy,0.9
71,-52.71,55,0.2,1000,Policy,0.9
72,-61.46,48,0.2,1000,Policy,0.9
73,-55.88,52,0.2,1000,Policy,0.9
74,-58.92,49,0.2,1000,Policy,0.9
75,-59.6,47,0.2,1000,Policy,0.9
76,-59.83,49,0.2,1000,Policy,0.9
77,-63.11,45,0.2,1000,Policy,0.9
78,-67.32,40,0.2,1000,Policy,0.9
79,-54.52,53,0.2,1000,Policy,0.9
80,-56.51,52,0.2,1000,Policy,0.9
81,-59.64,46,0.2,1000,Policy,0.9
82,-50.17,56,0.2,1000,Policy,0.9
83,-52.6,54,0.2,1000,Policy,0.9
84,-54.85,51,0.2,1000,Policy,0.9
85,-45.18,61,0.2,1000,Policy,0.9
86,-54.76,50,0.2,1000,Policy,0.9
87,-62.4,42,0.2,1000,Policy,0.9
88,-56.62,48,0.2,1000,Policy,0.9
89,-61.51,42,0.2,1000,Policy,0.9
90,-57.55,48,0.2,1000,Policy,0.9
91,-62.02,46,0.2,1000,Policy,0.9
92,-52.04,55,0.2,1000,Policy,0.9
93,-46.93,61,0.2,1000,Policy,0.9
94,-55.7,51,0.2,1000,Policy,0.9
95,-53.77,51,0.2,1000,Policy,0.9
96,-55.0,52,0.2,1000,Policy,0.9
97,-54.4,53,0.2,1000,Policy,0.9
98,-55.55,52,0.2,1000,Policy,0.9
99,-60.16,48,0.2,1000,Policy,0.9
