epoch,reward,delivered,quantile,trajectories
49,-205.65,57,0.8,1000
50,-231.54,53,0.8,1000
51,-166.02,67,0.8,1000
52,-226.2,54,0.8,1000
53,-183.78,60,0.8,1000
54,-230.62,50,0.8,1000
55,-161.99,60,0.8,1000
56,-155.76,69,0.8,1000
57,-247.88,46,0.8,1000
58,-199.23,55,0.8,1000
59,-251.65,47,0.8,1000
60,-172.18,64,0.8,1000
61,-221.37,52,0.8,1000
62,-183.87,64,0.8,1000
63,-217.85,54,0.8,1000
64,-172.67,65,0.8,1000
65,-234.62,52,0.8,1000
66,-132.4,75,0.8,1000
67,-233.07,53,0.8,1000
68,-172.46,66,0.8,1000
69,-192.35,64,0.8,1000
70,-213.06,55,0.8,1000
71,-168.78,68,0.8,1000
72,-199.98,65,0.8,1000
73,-158.46,68,0.8,1000
74,-203.2,62,0.8,1000
75,-201.15,61,0.8,1000
76,-200.03,61,0.8,1000
77,-161.55,68,0.8,1000
78,-191.34,65,0.8,1000
79,-155.44,67,0.8,1000
80,-207.54,59,0.8,1000
81,-106.83,84,0.8,1000
82,-204.8,57,0.8,1000
83,-117.39,80,0.8,1000
84,-228.49,49,0.8,1000
85,-146.81,75,0.8,1000
86,-220.55,54,0.8,1000
87,-178.21,67,0.8,1000
88,-208.1,60,0.8,1000
89,-182.79,65,0.8,1000
90,-203.09,60,0.8,1000
91,-174.67,67,0.8,1000
92,-251.63,54,0.8,1000
93,-188.18,64,0.8,1000
94,-237.61,49,0.8,1000
95,-202.56,55,0.8,1000
96,-254.54,45,0.8,1000
97,-160.64,69,0.8,1000
98,-219.52,58,0.8,1000
99,-132.86,79,0.8,1000
0,-316.96,6,0.8,3000
1,-246.98,15,0.8,3000
2,-173.82,46,0.8,3000
3,-84.72,98,0.8,3000
4,-32.38,100,0.8,3000
5,-4.5,100,0.8,3000
6,-35.53,97,0.8,3000
7,-135.01,78,0.8,3000
8,-139.19,77,0.8,3000
9,-194.16,64,0.8,3000
10,-169.0,67,0.8,3000
11,-200.92,62,0.8,3000
12,-219.75,60,0.8,3000
13,-142.77,73,0.8,3000
14,-210.76,57,0.8,3000
15,-133.04,75,0.8,3000
16,-222.78,56,0.8,3000
17,-182.83,65,0.8,3000
18,-225.95,49,0.8,3000
19,-191.18,64,0.8,3000
20,-141.57,77,0.8,3000
21,-188.07,62,0.8,3000
22,-147.03,74,0.8,3000
23,-240.29,52,0.8,3000
24,-163.01,74,0.8,3000
25,-198.47,62,0.8,3000
26,-139.71,74,0.8,3000
27,-236.69,52,0.8,3000
28,-133.42,74,0.8,3000
29,-169.3,63,0.8,3000
30,-156.03,71,0.8,3000
31,-175.76,68,0.8,3000
32,-199.77,66,0.8,3000
33,-221.49,58,0.8,3000
34,-223.12,54,0.8,3000
35,-199.7,65,0.8,3000
36,-242.16,52,0.8,3000
37,-235.86,49,0.8,3000
38,-150.75,73,0.8,3000
39,-179.58,72,0.8,3000
40,-158.42,67,0.8,3000
41,-239.97,49,0.8,3000
42,-133.07,78,0.8,3000
43,-207.76,59,0.8,3000
44,-170.78,71,0.8,3000
45,-232.67,54,0.8,3000
46,-140.16,74,0.8,3000
47,-194.91,64,0.8,3000
48,-137.8,80,0.8,3000
49,-244.72,55,0.8,3000
50,-192.15,60,0.8,3000
51,-236.86,50,0.8,3000
52,-169.91,68,0.8,3000
53,-205.77,63,0.8,3000
54,-245.31,49,0.8,3000
55,-111.49,83,0.8,3000
56,-215.09,59,0.8,3000
57,-149.82,72,0.8,3000
58,-192.14,59,0.8,3000
59,-177.07,66,0.8,3000
60,-241.2,48,0.8,3000
61,-128.12,78,0.8,3000
62,-217.26,55,0.8,3000
63,-130.35,77,0.8,3000
64,-230.51,58,0.8,3000
65,-156.53,74,0.8,3000
66,-210.33,60,0.8,3000
67,-142.15,74,0.8,3000
68,-211.7,58,0.8,3000
69,-132.85,75,0.8,3000
70,-202.4,58,0.8,3000
71,-179.19,68,0.8,3000
72,-207.08,63,0.8,3000
73,-137.89,77,0.8,3000
74,-203.09,61,0.8,3000
75,-217.63,60,0.8,3000
76,-137.38,76,0.8,3000
77,-216.44,57,0.8,3000
78,-100.61,84,0.8,3000
79,-249.91,45,0.8,3000
80,-195.04,59,0.8,3000
81,-194.81,59,0.8,3000
82,-206.21,58,0.8,3000
83,-117.8,78,0.8,3000
84,-203.72,62,0.8,3000
85,-92.96,86,0.8,3000
86,-188.77,70,0.8,3000
87,-130.16,77,0.8,3000
88,-208.08,60,0.8,3000
89,-134.63,84,0.8,3000
90,-216.98,58,0.8,3000
91,-164.72,71,0.8,3000
92,-261.49,44,0.8,3000
93,-156.58,68,0.8,3000
94,-200.77,60,0.8,3000
95,-143.46,71,0.8,3000
96,-229.82,50,0.8,3000
97,-155.68,69,0.8,3000
98,-199.19,63,0.8,3000
99,-114.05,78,0.8,3000
0,-384.84,1,0.9,30
1,-359.14,1,0.9,30
2,-367.43,2,0.9,30
3,-360.63,10,0.9,30
4,-349.53,17,0.9,30
5,-364.14,15,0.9,30
6,-329.61,20,0.9,30
7,-361.79,13,0.9,30
8,-355.93,14,0.9,30
9,-361.67,11,0.9,30
10,-339.13,17,0.9,30
11,-366.76,8,0.9,30
12,-352.33,15,0.9,30
13,-352.01,13,0.9,30
14,-344.01,18,0.9,30
15,-359.52,16,0.9,30
16,-335.44,18,0.9,30
17,-334.96,19,0.9,30
18,-346.82,7,0.9,30
19,-351.62,10,0.9,30
20,-356.76,11,0.9,30
21,-368.91,7,0.9,30
22,-376.21,8,0.9,30
23,-374.53,2,0.9,30
24,-353.37,3,0.9,30
25,-358.29,1,0.9,30
26,-363.52,0,0.9,30
27,-378.79,2,0.9,30
28,-379.09,0,0.9,30
29,-377.65,0,0.9,30
30,-373.98,5,0.9,30
31,-375.13,0,0.9,30
32,-380.26,0,0.9,30
33,-374.14,0,0.9,30
34,-369.22,1,0.9,30
35,-382.15,0,0.9,30
36,-348.06,3,0.9,30
37,-358.03,0,0.9,30
38,-366.78,3,0.9,30
39,-345.17,11,0.9,30
40,-338.58,5,0.9,30
41,-341.7,11,0.9,30
42,-360.58,8,0.9,30
43,-355.97,12,0.9,30
44,-349.57,2,0.9,30
45,-352.57,1,0.9,30
46,-378.08,2,0.9,30
47,-374.95,0,0.9,30
48,-367.88,3,0.9,30
49,-365.83,1,0.9,30
50,-377.02,0,0.9,30
51,-383.41,2,0.9,30
52,-371.17,1,0.9,30
53,-386.75,1,0.9,30
54,-379.58,1,0.9,30
55,-385.57,0,0.9,30
56,-370.38,3,0.9,30
57,-375.16,1,0.9,30
58,-370.62,1,0.9,30
59,-355.56,3,0.9,30
60,-347.51,1,0.9,30
61,-375.25,2,0.9,30
62,-355.14,2,0.9,30
63,-366.86,1,0.9,30
64,-377.16,2,0.9,30
65,-364.01,2,0.9,30
66,-350.01,2,0.9,30
67,-358.26,6,0.9,30
68,-388.08,2,0.9,30
69,-374.81,3,0.9,30
70,-372.38,1,0.9,30
71,-372.43,1,0.9,30
72,-372.29,1,0.9,30
73,-371.62,0,0.9,30
74,-358.19,1,0.9,30
75,-372.34,2,0.9,30
76,-370.24,2,0.9,30
77,-361.39,5,0.9,30
78,-356.31,12,0.9,30
79,-357.65,1,0.9,30
80,-358.98,1,0.9,30
81,-369.55,0,0.9,30
82,-372.63,3,0.9,30
83,-376.99,1,0.9,30
84,-359.2,0,0.9,30
85,-351.81,1,0.9,30
86,-357.14,2,0.9,30
87,-360.19,0,0.9,30
88,-346.79,1,0.9,30
89,-354.24,2,0.9,30
90,-352.4,4,0.9,30
91,-373.52,1,0.9,30
92,-372.91,3,0.9,30
93,-357.45,1,0.9,30
94,-369.29,1,0.9,30
95,-370.98,3,0.9,30
96,-360.7,1,0.9,30
97,-384.31,0,0.9,30
98,-370.1,7,0.9,30
99,-371.39,3,0.9,30
0,-320.02,9,0.9,100
1,-340.81,10,0.9,100
2,-330.61,12,0.9,100
3,-344.13,11,0.9,100
4,-342.3,10,0.9,100
5,-354.24,12,0.9,100
6,-352.16,15,0.9,100
7,-331.28,22,0.9,100
8,-357.5,12,0.9,100
9,-338.68,17,0.9,100
10,-362.02,10,0.9,100
11,-347.92,13,0.9,100
12,-352.56,12,0.9,100
13,-332.82,20,0.9,100
14,-330.84,20,0.9,100
15,-340.06,16,0.9,100
16,-340.33,18,0.9,100
17,-337.15,17,0.9,100
18,-305.32,26,0.9,100
19,-313.67,27,0.9,100
20,-312.37,24,0.9,100
21,-302.12,26,0.9,100
22,-320.08,24,0.9,100
23,-314.34,23,0.9,100
24,-322.45,22,0.9,100
25,-331.46,21,0.9,100
26,-328.6,20,0.9,100
27,-347.12,16,0.9,100
28,-340.87,17,0.9,100
29,-318.3,21,0.9,100
30,-314.71,22,0.9,100
31,-324.38,21,0.9,100
32,-366.41,9,0.9,100
33,-332.95,21,0.9,100
34,-316.49,23,0.9,100
35,-372.77,8,0.9,100
36,-338.41,15,0.9,100
37,-319.9,23,0.9,100
38,-347.72,14,0.9,100
39,-350.34,12,0.9,100
40,-342.18,17,0.9,100
41,-314.18,23,0.9,100
42,-342.32,19,0.9,100
43,-354.55,14,0.9,100
44,-286.85,35,0.9,100
45,-318.18,26,0.9,100
46,-320.31,23,0.9,100
47,-308.04,28,0.9,100
48,-358.18,13,0.9,100
49,-326.04,24,0.9,100
50,-292.17,27,0.9,100
51,-352.02,14,0.9,100
52,-324.69,19,0.9,100
53,-317.73,23,0.9,100
54,-342.17,16,0.9,100
55,-301.6,29,0.9,100
56,-336.86,16,0.9,100
57,-335.71,20,0.9,100
58,-320.68,23,0.9,100
59,-326.88,21,0.9,100
60,-327.65,21,0.9,100
61,-320.02,21,0.9,100
62,-339.15,16,0.9,100
63,-355.91,14,0.9,100
64,-335.87,22,0.9,100
65,-304.75,26,0.9,100
66,-325.55,20,0.9,100
67,-316.76,24,0.9,100
68,-346.78,17,0.9,100
69,-307.21,28,0.9,100
70,-322.4,20,0.9,100
71,-315.3,25,0.9,100
72,-310.14,23,0.9,100
73,-317.96,24,0.9,100
74,-311.67,29,0.9,100
75,-269.33,38,0.9,100
76,-279.92,31,0.9,100
77,-330.75,20,0.9,100
78,-310.72,25,0.9,100
79,-304.8,30,0.9,100
80,-332.47,19,0.9,100
81,-305.9,22,0.9,100
82,-341.35,16,0.9,100
83,-327.89,19,0.9,100
84,-334.83,17,0.9,100
85,-355.54,13,0.9,100
86,-317.26,22,0.9,100
87,-340.99,15,0.9,100
88,-336.09,18,0.9,100
89,-344.64,17,0.9,100
90,-322.4,21,0.9,100
91,-333.22,21,0.9,100
92,-331.91,24,0.9,100
93,-317.88,24,0.9,100
94,-319.85,22,0.9,100
95,-282.3,34,0.9,100
96,-352.76,17,0.9,100
97,-332.26,23,0.9,100
98,-311.36,22,0.9,100
99,-320.14,22,0.9,100
0,-318.3,8,0.9,300
1,-312.31,19,0.9,300
2,-317.69,17,0.9,300
3,-324.93,21,0.9,300
4,-295.09,31,0.9,300
5,-299.28,30,0.9,300
6,-309.29,27,0.9,300
7,-303.2,27,0.9,300
8,-291.45,32,0.9,300
9,-301.29,29,0.9,300
10,-290.58,34,0.9,300
11,-301.42,26,0.9,300
12,-289.45,30,0.9,300
13,-305.58,25,0.9,300
14,-284.58,34,0.9,300
15,-299.54,28,0.9,300
16,-308.19,25,0.9,300
17,-292.28,31,0.9,300
18,-291.81,30,0.9,300
19,-329.21,20,0.9,300
20,-227.46,48,0.9,300
21,-314.71,26,0.9,300
22,-288.99,29,0.9,300
23,-285.07,32,0.9,300
24,-277.72,37,0.9,300
25,-272.4,36,0.9,300
26,-282.55,32,0.9,300
27,-259.85,43,0.9,300
28,-250.96,45,0.9,300
29,-297.91,30,0.9,300
30,-318.52,24,0.9,300
31,-345.65,15,0.9,300
32,-303.06,26,0.9,300
33,-309.82,26,0.9,300
34,-325.6,19,0.9,300
35,-324.75,22,0.9,300
36,-292.91,30,0.9,300
37,-313.18,27,0.9,300
38,-270.25,38,0.9,300
39,-332.6,18,0.9,300
40,-306.06,28,0.9,300
41,-314.04,21,0.9,300
42,-321.7,23,0.9,300
43,-321.41,20,0.9,300
44,-300.02,29,0.9,300
45,-349.1,15,0.9,300
46,-302.89,26,0.9,300
47,-318.36,23,0.9,300
48,-324.42,21,0.9,300
49,-295.22,27,0.9,300
50,-309.08,26,0.9,300
51,-324.7,20,0.9,300
52,-325.77,18,0.9,300
53,-297.15,30,0.9,300
54,-305.78,25,0.9,300
55,-314.87,25,0.9,300
56,-318.04,23,0.9,300
57,-300.15,24,0.9,300
58,-310.91,21,0.9,300
59,-302.27,24,0.9,300
60,-339.03,17,0.9,300
61,-341.73,18,0.9,300
62,-298.88,28,0.9,300
63,-294.27,28,0.9,300
64,-275.97,33,0.9,300
65,-292.66,28,0.9,300
66,-335.49,20,0.9,300
67,-302.59,27,0.9,300
68,-308.35,26,0.9,300
69,-307.92,24,0.9,300
70,-302.33,29,0.9,300
71,-299.36,27,0.9,300
72,-310.03,23,0.9,300
73,-308.34,27,0.9,300
74,-336.45,16,0.9,300
75,-292.65,28,0.9,300
76,-329.38,20,0.9,300
77,-313.8,21,0.9,300
78,-288.37,30,0.9,300
79,-317.67,21,0.9,300
80,-292.61,27,0.9,300
81,-318.84,24,0.9,300
82,-332.96,22,0.9,300
83,-315.73,25,0.9,300
84,-311.83,25,0.9,300
85,-330.66,22,0.9,300
86,-305.23,28,0.9,300
87,-312.46,27,0.9,300
88,-317.78,25,0.9,300
89,-315.8,22,0.9,300
90,-327.02,22,0.9,300
91,-298.27,27,0.9,300
92,-274.72,33,0.9,300
93,-308.92,24,0.9,300
94,-334.51,19,0.9,300
95,-296.52,29,0.9,300
96,-299.49,29,0.9,300
97,-310.85,23,0.9,300
98,-280.71,30,0.9,300
99,-312.43,23,0.9,300
0,-313.27,14,0.9,1000
1,-195.36,65,0.9,1000
2,-162.41,77,0.9,1000
3,-94.64,90,0.9,1000
4,-129.35,77,0.9,1000
5,-215.46,53,0.9,1000
6,-274.21,41,0.9,1000
7,-305.89,31,0.9,1000
8,-229.18,53,0.9,1000
9,-261.96,45,0.9,1000
10,-241.62,48,0.9,1000
11,-306.58,33,0.9,1000
12,-295.69,36,0.9,1000
13,-275.27,39,0.9,1000
14,-282.22,38,0.9,1000
15,-297.94,32,0.9,1000
16,-273.86,40,0.9,1000
17,-284.79,35,0.9,1000
18,-300.29,31,0.9,1000
19,-282.04,38,0.9,1000
20,-261.58,40,0.9,1000
21,-286.07,35,0.9,1000
22,-320.73,28,0.9,1000
23,-294.91,32,0.9,1000
24,-302.86,31,0.9,1000
25,-294.38,34,0.9,1000
26,-321.23,31,0.9,1000
27,-288.53,30,0.9,1000
28,-321.39,24,0.9,1000
29,-301.19,28,0.9,1000
30,-296.02,32,0.9,1000
31,-212.76,50,0.9,1000
32,-284.65,34,0.9,1000
33,-305.18,30,0.9,1000
34,-259.74,40,0.9,1000
35,-320.82,25,0.9,1000
36,-281.89,36,0.9,1000
37,-277.52,35,0.9,1000
38,-270.49,36,0.9,1000
39,-271.83,34,0.9,1000
40,-296.11,27,0.9,1000
41,-328.46,26,0.9,1000
42,-281.12,33,0.9,1000
43,-327.69,19,0.9,1000
44,-282.99,33,0.9,1000
45,-313.0,27,0.9,1000
46,-292.89,27,0.9,1000
47,-275.46,36,0.9,1000
48,-306.1,26,0.9,1000
49,-301.35,31,0.9,1000
50,-293.92,28,0.9,1000
51,-318.37,27,0.9,1000
52,-274.71,32,0.9,1000
53,-283.86,35,0.9,1000
54,-250.72,39,0.9,1000
55,-300.25,30,0.9,1000
56,-337.1,19,0.9,1000
57,-280.37,32,0.9,1000
58,-330.39,24,0.9,1000
59,-297.17,27,0.9,1000
60,-320.9,24,0.9,1000
61,-295.68,29,0.9,1000
62,-286.3,30,0.9,1000
63,-256.87,38,0.9,1000
64,-292.46,31,0.9,1000
65,-285.72,32,0.9,1000
66,-323.37,22,0.9,1000
67,-262.82,37,0.9,1000
68,-289.33,34,0.9,1000
69,-321.68,23,0.9,1000
70,-293.69,28,0.9,1000
71,-280.38,37,0.9,1000
72,-279.01,34,0.9,1000
73,-327.45,23,0.9,1000
74,-291.67,27,0.9,1000
75,-294.08,28,0.9,1000
76,-329.24,26,0.9,1000
77,-261.56,38,0.9,1000
78,-303.13,30,0.9,1000
79,-284.78,31,0.9,1000
80,-290.95,32,0.9,1000
81,-303.44,29,0.9,1000
82,-304.46,28,0.9,1000
83,-263.63,40,0.9,1000
84,-295.57,26,0.9,1000
85,-320.61,23,0.9,1000
86,-311.32,26,0.9,1000
87,-292.87,31,0.9,1000
88,-274.78,33,0.9,1000
89,-320.98,26,0.9,1000
90,-232.0,45,0.9,1000
91,-313.21,24,0.9,1000
92,-307.13,26,0.9,1000
93,-282.89,34,0.9,1000
94,-325.2,24,0.9,1000
95,-333.1,22,0.9,1000
96,-333.74,19,0.9,1000
97,-320.56,26,0.9,1000
98,-269.17,32,0.9,1000
99,-318.36,24,0.9,1000
0,-292.44,10,0.9,3000
1,-200.36,43,0.9,3000
2,-87.11,95,0.9,3000
3,-29.53,98,0.9,3000
4,-31.89,98,0.9,3000
5,-174.87,69,0.9,3000
6,-234.48,51,0.9,3000
7,-262.02,45,0.9,3000
8,-278.37,38,0.9,3000
9,-266.19,45,0.9,3000
10,-286.4,37,0.9,3000
11,-296.98,35,0.9,3000
12,-265.12,40,0.9,3000
13,-354.67,20,0.9,3000
14,-265.39,36,0.9,3000
15,-244.83,41,0.9,3000
16,-297.12,32,0.9,3000
17,-262.89,37,0.9,3000
18,-308.1,28,0.9,3000
19,-296.12,28,0.9,3000
20,-288.27,33,0.9,3000
21,-253.04,37,0.9,3000
22,-338.64,18,0.9,3000
23,-278.27,34,0.9,3000
24,-311.2,30,0.9,3000
25,-259.03,34,0.9,3000
26,-293.57,32,0.9,3000
27,-288.19,29,0.9,3000
28,-299.52,29,0.9,3000
29,-285.19,28,0.9,3000
30,-330.63,21,0.9,3000
31,-263.4,34,0.9,3000
32,-310.16,27,0.9,3000
33,-270.51,32,0.9,3000
34,-310.26,26,0.9,3000
35,-263.76,40,0.9,3000
36,-311.44,23,0.9,3000
37,-296.78,28,0.9,3000
38,-308.78,27,0.9,3000
39,-272.72,33,0.9,3000
40,-344.97,20,0.9,3000
41,-281.77,31,0.9,3000
42,-307.09,30,0.9,3000
43,-260.49,35,0.9,3000
44,-257.01,41,0.9,3000
45,-313.72,27,0.9,3000
46,-300.42,33,0.9,3000
47,-314.78,26,0.9,3000
48,-282.66,31,0.9,3000
49,-278.86,36,0.9,3000
50,-263.62,36,0.9,3000
51,-304.96,30,0.9,3000
52,-292.7,29,0.9,3000
53,-292.65,33,0.9,3000
54,-279.72,34,0.9,3000
55,-300.82,29,0.9,3000
56,-266.74,32,0.9,3000
57,-309.55,31,0.9,3000
58,-289.45,29,0.9,3000
59,-309.99,26,0.9,3000
60,-273.96,34,0.9,3000
61,-306.1,29,0.9,3000
62,-252.03,41,0.9,3000
63,-309.83,25,0.9,3000
64,-331.24,19,0.9,3000
65,-240.18,43,0.9,3000
66,-263.65,37,0.9,3000
67,-298.54,30,0.9,3000
68,-279.37,33,0.9,3000
69,-301.25,29,0.9,3000
70,-271.65,36,0.9,3000
71,-336.66,17,0.9,3000
72,-295.6,30,0.9,3000
73,-315.85,25,0.9,3000
74,-291.73,28,0.9,3000
75,-286.91,32,0.9,3000
76,-266.8,35,0.9,3000
77,-324.3,25,0.9,3000
78,-250.06,37,0.9,3000
79,-285.51,31,0.9,3000
80,-316.31,24,0.9,3000
81,-304.62,27,0.9,3000
82,-333.45,27,0.9,3000
83,-234.11,45,0.9,3000
84,-307.97,26,0.9,3000
85,-256.32,39,0.9,3000
86,-295.64,28,0.9,3000
87,-279.41,33,0.9,3000
88,-323.63,23,0.9,3000
89,-276.49,32,0.9,3000
90,-315.76,24,0.9,3000
91,-271.64,33,0.9,3000
92,-311.19,26,0.9,3000
93,-270.36,34,0.9,3000
94,-294.09,30,0.9,3000
95,-239.0,45,0.9,3000
96,-290.13,36,0.9,3000
97,-293.59,32,0.9,3000
98,-249.6,42,0.9,3000
99,-303.71,30,0.9,3000
